id,Machine failure pred,Probalitity Failure
136429,0,0.002101540378518177
136430,0,0.001039437808728281
136431,0,0.0025633072894892073
136432,0,0.002772548204352453
136433,0,0.0034261642804308246
136434,0,0.0025643715125475133
136435,0,0.003704673353656096
136436,0,0.005041501002152892
136437,0,0.0013006197409155202
136438,0,0.0012238070637332005
136439,0,0.0023854825144145764
136440,0,0.0020756214373708185
136441,0,0.001173473051615874
136442,0,0.0018092667224780974
136443,0,0.002733213176551833
136444,0,0.005456925270672207
136445,0,0.0010076336269830741
136446,1,0.992573748292338
136447,0,0.002396893061222339
136448,0,0.001937432902509247
136449,0,0.00547698674776765
136450,0,0.003995924820797273
136451,0,0.021149403026727423
136452,0,0.022558170135051486
136453,0,0.003807871663725061
136454,0,0.0014134910544657032
136455,0,0.0018253494580095517
136456,0,0.007248347787400242
136457,0,0.0059357332146005685
136458,0,0.004776477569285728
136459,0,0.0031994336087141696
136460,0,0.002738870332178481
136461,0,0.0011467446384238798
136462,0,0.017793498355965026
136463,0,0.002076046145437681
136464,0,0.003389906544411493
136465,0,0.0014937229717448262
136466,0,0.0018708936429361772
136467,0,0.0012666870517105604
136468,0,0.0025258736975106106
136469,0,0.0013308655789827078
136470,0,0.0027615152671991256
136471,0,0.008501869557251402
136472,0,0.006893810591114083
136473,0,0.0024086093730232624
136474,0,0.002448360872550653
136475,0,0.0028012231801858817
136476,0,0.00662573383941813
136477,0,0.002364348027157573
136478,0,0.0019995223138293055
136479,0,0.001232128149120297
136480,0,0.006662772677510733
136481,0,0.002204816196772742
136482,0,0.03306666225465582
136483,0,0.002783560758330204
136484,0,0.0010077119844885223
136485,0,0.0012780734121293344
136486,0,0.002459451596358404
136487,0,0.001454463265654653
136488,0,0.004029055396028025
136489,0,0.001097687399957158
136490,0,0.024039133526697547
136491,0,0.00346377508342917
136492,0,0.0030279425729959073
136493,0,0.003278158861939826
136494,0,0.0010504190517760276
136495,0,0.0028215179154045017
136496,0,0.004773356343833761
136497,0,0.0025205328512754805
136498,0,0.010197086605329846
136499,0,0.0013118454919956064
136500,0,0.0006181536711845297
136501,0,0.0016077776920335645
136502,0,0.006471688076884431
136503,0,0.0025675798523632264
136504,0,0.0012516794290526993
136505,0,0.0010798462382083827
136506,0,0.0027842998899850297
136507,0,0.000673878729826075
136508,0,0.0009850518773936632
136509,0,0.003501108224735742
136510,0,0.0015368490647986032
136511,0,0.010087656475884535
136512,0,0.0007933187819971025
136513,0,0.006600026903024908
136514,0,0.0020555928482535236
136515,0,0.002101231087932117
136516,0,0.003581653388204316
136517,0,0.001591712136406251
136518,0,0.0016358458865451113
136519,0,0.002515910511845521
136520,0,0.0016529730280814372
136521,0,0.0018460849852332184
136522,0,0.0031542554841589594
136523,0,0.0011586788746796195
136524,0,0.001298902357198791
136525,0,0.005354212276440138
136526,0,0.005652817404295221
136527,0,0.00714781823513512
136528,0,0.00123630498848147
136529,0,0.005982384346883737
136530,0,0.002637058434285246
136531,0,0.0036797524527484313
136532,0,0.0032574335824445333
136533,0,0.0026086674363855348
136534,0,0.0005514598882430394
136535,0,0.002903795840537526
136536,0,0.0020310153589977874
136537,0,0.0009220797296522734
136538,0,0.005942877309616274
136539,0,0.001305771393332988
136540,0,0.0019104958335233486
136541,0,0.0008184949260040864
136542,0,0.004019049275066435
136543,0,0.007523549152301392
136544,0,0.0020460559409475774
136545,0,0.005108807631617841
136546,0,0.0006450427768522226
136547,0,0.003163984786709712
136548,0,0.0022698994655594826
136549,0,0.0018256001659231141
136550,0,0.005943352285926286
136551,0,0.0016947776605878266
136552,0,0.0016806235675794628
136553,0,0.0013699217007501713
136554,0,0.003307667585133939
136555,0,0.014739142004089009
136556,0,0.007901860064954405
136557,0,0.004544378697053128
136558,0,0.004053423193902591
136559,0,0.0027861954856743905
136560,0,0.0046787000828036815
136561,0,0.009405368733678922
136562,0,0.0019367546258270525
136563,0,0.0026670678292721275
136564,0,0.0014501177552479793
136565,0,0.015962417644390367
136566,0,0.0012216984778664816
136567,0,0.005365774891415527
136568,0,0.0035529478341896803
136569,0,0.004021799984564048
136570,0,0.0008395182469255221
136571,0,0.00504426077963611
136572,0,0.0038363484089789434
136573,0,0.0016307417937312923
136574,0,0.005796232116910879
136575,0,0.0015857536849509522
136576,0,0.0050474289718200425
136577,0,0.0048003425659737175
136578,0,0.0013491743869407163
136579,0,0.00672876584159663
136580,0,0.0012897708016537082
136581,0,0.0011057154167308156
136582,0,0.0011736990152888436
136583,0,0.0011983217029480303
136584,0,0.0020685568162393028
136585,0,0.004497320281027748
136586,0,0.05468183899914721
136587,0,0.0009313274653257106
136588,0,0.005634741469652358
136589,0,0.002627784762245234
136590,0,0.0014711409871206106
136591,0,0.0033011412186429684
136592,0,0.009843157836234425
136593,0,0.0053812928560592515
136594,0,0.0005611075139227885
136595,0,0.0015614965820991153
136596,0,0.0012232096731503892
136597,0,0.0015325567512695676
136598,0,0.005288326185740349
136599,0,0.0024687429250480285
136600,0,0.002060879336199491
136601,0,0.0040415615433052774
136602,0,0.006470018975100342
136603,0,0.003297257005662597
136604,0,0.0010544440160195712
136605,0,0.006091640200198541
136606,0,0.002469583708902339
136607,0,0.0033940329620267113
136608,0,0.0027271233950941177
136609,0,0.0046010053968012455
136610,0,0.005080932525287585
136611,0,0.0011253756033999809
136612,0,0.001940817444602242
136613,0,0.003041498769854451
136614,0,0.0008941782594016679
136615,0,0.0007905413979407218
136616,0,0.001343397326841217
136617,0,0.00954434509409401
136618,0,0.0017506952082151246
136619,0,0.001856863463135968
136620,0,0.0017571240403265447
