PassengerId,Survived_pred,Prob_surv
892,0,0.15088188127115712
893,1,0.5789576113865602
894,0,0.14292860408106933
895,0,0.14430926865709923
896,1,0.5508348995582104
897,0,0.16779982904208243
898,1,0.8571927873704501
899,0,0.1619033044337188
900,1,0.8248368201217391
901,0,0.10112546608848524
902,0,0.14498425901683576
903,0,0.15092610677882468
904,1,0.8901650921306478
905,0,0.13656594720743787
906,1,0.9070386811561648
907,1,0.9074865596168098
908,0,0.13651730473528417
909,0,0.1694561754847383
910,1,0.5500385355900339
911,1,0.7532204294895067
912,0,0.21140642071892968
913,1,0.5847229842029525
914,1,0.8869845730790001
915,0,0.286263443141841
916,0,0.5
917,0,0.11353048083706288
918,1,0.9075027212263997
919,0,0.16342723253094604
920,0,0.1512576052679124
921,0,0.15085345720085516
922,0,0.13226379664723156
923,0,0.17031382183365687
924,0,0.4677008159423393
925,0,0.467999345467579
926,0,0.17302678205644678
927,0,0.182918204764821
928,1,0.6874809633280221
929,1,0.6602585537866994
930,0,0.1434077133472942
931,0,0.16918166209606256
932,0,0.1519374635585328
933,0,0.1508234354925826
934,0,0.15104055901733182
935,1,0.8766928613305999
936,1,0.9091787790249568
937,0,0.14331509100370074
938,0,0.15818486079825317
939,0,0.14952103515947404
940,1,0.8455604348132153
941,1,0.6875099697590914
942,0,0.1788251536123074
943,0,0.14175727604791316
944,1,0.7798484466083849
945,1,0.8561182098080473
946,0,0.14048066786274527
947,0,0.12132232469473558
948,0,0.15092852613325575
949,0,0.14330357718147171
950,0,0.10395345957500414
951,1,0.8328282300892149
952,0,0.1540165714355954
953,0,0.14226035027210715
954,0,0.1508702673785226
955,1,0.8545437692740693
956,1,0.5182954214559813
957,1,0.8806902223797183
958,1,0.8475634425415132
959,0,0.15043543977726268
960,0,0.15007157421981965
961,0,0.2579590491537372
962,1,0.8569784836312057
963,0,0.14495529413452798
964,1,0.6904586459577104
965,0,0.15276856606517003
966,1,0.8579646106471635
967,0,0.19745425490275484
968,0,0.14499776193302233
969,1,0.8349484079329904
970,0,0.14004287005628802
971,1,0.8569784836312057
972,1,0.7563676014434353
973,1,0.5178670066502439
974,0,0.14987617078749985
975,0,0.14498425901683576
976,0,0.1358950880654083
977,0,0.13477917576864196
978,1,0.8587276486579908
979,1,0.6475693533017659
980,1,0.8585316451143472
981,1,0.875907266979636
982,1,0.5417839059928333
983,0,0.14497398861096505
984,1,0.9282304494909194
985,0,0.14499776193302233
986,0,0.16041379743311002
987,0,0.1433095085956041
988,1,0.7433453886921302
989,0,0.14583784444656964
990,1,0.6548114044364473
991,0,0.14952260389519229
992,1,0.8951879291236977
993,0,0.1324251835484718
994,0,0.14952103515947404
995,0,0.1436692634918782
996,1,0.8732662881999249
997,0,0.14817597915659617
998,0,0.15655912657578122
999,0,0.14952103515947404
1000,0,0.1450607795097807
1001,0,0.1489526235063021
1002,0,0.1457070072096963
1003,1,0.8585586980622666
1004,1,0.8690645210402269
1005,1,0.8481109763896563
1006,1,0.8049240973867606
1007,0,0.19067098090115944
1008,0,0.1510618044957906
1009,1,0.8148323337116279
1010,0,0.14180835822247978
1011,1,0.8704931102190957
1012,1,0.8203864589641178
1013,0,0.15244228968990686
1014,1,0.8987649073202841
1015,0,0.14493249861243795
1016,0,0.14952103515947404
1017,1,0.7970415864882571
1018,0,0.14398052350966503
1019,1,0.8009894231811063
1020,0,0.15083115553330317
1021,0,0.143215809413594
1022,0,0.1486497096218004
1023,0,0.1712780457543802
1024,0,0.21276775923621927
1025,0,0.1362651275472918
1026,0,0.14947803008304933
1027,0,0.14320958443333184
1028,0,0.15316483797738098
1029,0,0.1375273153205956
1030,1,0.6677136929607521
1031,0,0.20773176247430594
1032,0,0.1498847941850297
1033,1,0.8832598216491563
1034,0,0.24066707605952684
1035,0,0.13828999259068891
1036,0,0.15149706490173453
1037,0,0.13705099989400288
1038,0,0.150893855657235
1039,0,0.1439823116958217
1040,0,0.1508234354925826
1041,0,0.12412573763884192
1042,1,0.8988170203777979
1043,0,0.1509660597816623
1044,0,0.12931184064815318
1045,1,0.6843679629633856
1046,0,0.10660761643741554
1047,0,0.1432013076536634
1048,1,0.866319057380244
1049,1,0.6673666110301237
1050,0,0.15149706490173453
1051,1,0.7222668887688354
1052,1,0.8585161614809551
1053,1,0.726738581113688
1054,1,0.8659085935915409
1055,0,0.14491454185202737
1056,0,0.1506226266655191
1057,1,0.5376623017663255
1058,0,0.1624707722204922
1059,0,0.14605832582731149
1060,1,0.8612670229123804
1061,1,0.6650161153837246
1062,0,0.14495558057056473
1063,0,0.1523602738081705
1064,0,0.1094335238894353
1065,0,0.15100511042247472
1066,0,0.14822359075276298
1067,1,0.9185131580839893
1068,1,0.864853370727151
1069,0,0.2066724419942548
1070,1,0.7371875525738271
1071,1,0.7861848260808995
1072,0,0.14004287005628802
1073,0,0.16665327514185657
1074,1,0.8890445313353887
1075,0,0.14952103515947404
1076,1,0.8599913351000141
1077,0,0.15025968178673582
1078,1,0.9185094249961018
1079,0,0.1210851190657106
1080,0,0.15086684057639557
1081,0,0.15022661365640547
1082,0,0.12838997600605342
1083,0,0.1508235393218502
1084,0,0.39894553920945036
1085,0,0.14133969111202274
1086,1,0.8419241395000585
1087,0,0.14949122562663084
1088,1,0.7031259369117114
1089,1,0.6471437709546493
1090,0,0.1389909267173123
1091,1,0.6876032668639187
1092,1,0.8648197432216992
1093,1,0.8993672200051867
1094,0,0.38742383780477463
1095,1,0.9331775629143361
1096,0,0.13775451549800966
1097,0,0.15389334333995397
1098,1,0.8471082901928714
1099,0,0.13816761709221909
1100,1,0.8649944759523338
1101,0,0.1433138025389099
1102,0,0.15272628421481355
1103,0,0.1449180401605406
1104,0,0.16461398666829322
1105,1,0.8026092198712943
1106,0,0.2540696164664956
1107,0,0.15101580039685852
1108,1,0.8586511501616471
1109,0,0.2996175741405419
1110,1,0.8326820811832075
1111,0,0.14499776193302233
1112,1,0.8984999942387092
1113,0,0.1449548216043875
1114,1,0.847622797429905
1115,0,0.14495583337608592
1116,1,0.8332846554041988
1117,1,0.8569290882300029
1118,0,0.1434148485899494
1119,1,0.8585316451143472
1120,0,0.15355081152192365
1121,0,0.1469979579946448
1122,0,0.18066152766869922
1123,1,0.8617715661569476
1124,0,0.11608144683511656
1125,0,0.14951375938141606
1126,0,0.16664790459303824
1127,0,0.14639195705933697
1128,0,0.2648758961891671
1129,0,0.17429005423915986
1130,1,0.8979964319794936
1131,1,0.8878879287949609
1132,1,0.825567936452264
1133,1,0.8648323538008809
1134,0,0.1773034326318854
1135,0,0.1449835446986266
1136,0,0.11767840351518588
1137,0,0.15118666739740672
1138,1,0.8603565083184319
1139,0,0.08860970837225061
1140,1,0.8704931102190957
1141,1,0.7801488187718351
1142,1,0.9333894944318585
1143,0,0.1463909081199731
1144,0,0.16392363963760076
1145,0,0.14327348438731421
1146,0,0.1493404454894653
1147,0,0.14495558057056473
1148,0,0.14952103515947404
1149,0,0.14499776193302233
1150,1,0.8396793907204108
1151,0,0.14495596856053328
1152,0,0.10753946655162587
1153,0,0.14495549620217468
1154,1,0.8859675033145171
1155,1,0.8150344525857737
1156,0,0.13969504888494083
1157,0,0.14498425901683576
1158,0,0.1515602581728401
1159,0,0.14495558057056473
1160,1,0.6874809633280221
1161,0,0.15399111375484867
1162,0,0.16034137598954928
1163,0,0.14952103515947404
1164,1,0.861981434849366
1165,1,0.8583911326139437
1166,0,0.1510053815901425
1167,1,0.8489236077750956
1168,0,0.13849622179697907
1169,0,0.13067091268474337
1170,0,0.13034036256776815
1171,0,0.14027449155163405
1172,1,0.6687944137265724
1173,1,0.7939247244777475
1174,1,0.8585316451143472
1175,1,0.9149176463902403
1176,1,0.8031329461930095
1177,0,0.15130543635337
1178,0,0.14493249861243795
1179,0,0.17365007823927553
1180,0,0.15100511042247472
1181,0,0.14499776193302233
1182,0,0.15085392566887207
1183,1,0.8565264428974096
1184,0,0.15100511042247472
1185,0,0.15339193191928843
1186,0,0.15177092704169529
1187,0,0.1436760771377009
1188,1,0.9552295253004964
1189,0,0.15085345720085516
1190,0,0.1497034395529134
1191,0,0.14583071088861999
1192,0,0.14860974010727346
1193,0,0.14057937260041667
1194,0,0.10659151859957727
1195,0,0.14323981256731133
1196,1,0.8585316451143472
1197,1,0.8079552919662876
1198,0,0.4352415316653433
1199,1,0.8031584659422898
1200,0,0.16671462343579746
1201,1,0.5990232191827545
1202,0,0.15084569278002263
1203,0,0.1652839753888863
1204,0,0.14495757951965121
1205,1,0.8397705037767186
1206,1,0.8664247890749147
1207,1,0.8453628595066107
1208,0,0.3188329576866306
1209,0,0.14741881471985716
1210,0,0.1442459557968686
1211,0,0.17873222071838457
1212,0,0.1436692634918782
1213,0,0.15615456404666747
1214,0,0.1375273153205956
1215,0,0.14977589497457844
1216,1,0.874142050893124
1217,0,0.14340766846334374
1218,1,0.8128389437997632
1219,0,0.16094721650976448
1220,0,0.1298380942327365
1221,0,0.14186204251938253
1222,1,0.8632937804622053
1223,0,0.15150484742992149
1224,0,0.1510053815901425
1225,1,0.8550849827227922
1226,0,0.1442489202897956
1227,0,0.14988545261721195
1228,0,0.1422765471675411
1229,0,0.23437814528237935
1230,0,0.1376877347418985
1231,0,0.15100511042247472
1232,0,0.1510892351926359
1233,0,0.14858215636858277
1234,0,0.47096194739077857
1235,1,0.7461056569834409
1236,0,0.08626439891310798
1237,1,0.6441774336509585
1238,0,0.1375273153205956
1239,1,0.7936806051581307
1240,0,0.13794360510760928
1241,1,0.8881315228697386
1242,1,0.8825352033664178
1243,0,0.13775451549800966
1244,0,0.15999619105182802
1245,0,0.17824011412895793
1246,1,0.790711387442437
1247,0,0.14948247844507087
1248,1,0.8263242329956745
1249,0,0.14498283165697232
1250,0,0.14952103515947404
1251,1,0.5758975275801451
1252,0,0.1690471272034215
1253,1,0.9328025615998998
1254,1,0.8881315228697386
1255,0,0.14430926865709923
1256,1,0.8940245446115819
1257,0,0.46511138024890686
1258,0,0.1347786891557251
1259,1,0.7066200742463825
1260,1,0.8817446008140725
1261,0,0.13998481209134264
1262,0,0.15773474149175734
1263,1,0.8578360884708414
1264,0,0.15478159383404552
1265,0,0.1506823517462823
1266,1,0.8948402445768395
1267,1,0.8307399913489172
1268,0,0.3726587427505321
1269,0,0.14198024684762398
1270,0,0.15046817156173128
1271,0,0.14406367093410605
1272,0,0.14952103515947404
1273,0,0.15004945775462905
1274,1,0.6996161591720456
1275,1,0.5385042449811814
1276,0,0.1383466511111147
1277,1,0.8584579245264768
1278,0,0.1432072660720207
1279,0,0.13981028166638038
1280,0,0.15656678618783906
1281,0,0.1621747680342419
1282,0,0.16350012638833958
1283,1,0.8912897482152139
1284,1,0.6392320671160586
1285,0,0.14919962181740795
1286,0,0.058508130569578286
1287,1,0.8879844485956196
1288,0,0.1516464405988898
1289,1,0.8913771591307558
1290,0,0.14398042956483015
1291,0,0.14987876937262712
1292,1,0.8756608938350545
1293,0,0.13066683280964814
1294,1,0.9079457340477606
1295,0,0.18571670487847486
1296,0,0.18471935113955842
1297,0,0.1642050573984438
1298,0,0.14869903279135935
1299,0,0.28493002107224247
1300,1,0.8585045664248485
1301,1,0.7919740746324572
1302,1,0.8585316451143472
1303,1,0.8628519618733538
1304,1,0.6869417771435896
1305,0,0.14499776193302233
1306,1,0.8779384856292896
1307,0,0.15173927435685106
1308,0,0.14499776193302233
1309,0,0.15067361874977483
